"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
133,2020-05-12,763,804,845,828
134,2020-05-13,850,895,940,932
135,2020-05-14,946,997,1048,1029
136,2020-05-15,1054,1110,1166,1179
137,2020-05-16,1173,1236,1299,1279
138,2020-05-17,1307,1377,1447,1382
139,2020-05-18,1455,1533,1611,1496
140,2020-05-19,1620,1707,1794,1646
141,2020-05-20,1804,1901,1998,NA
142,2020-05-21,2009,2117,2225,NA
143,2020-05-22,2237,2357,2477,NA
144,2020-05-23,2492,2625,2758,NA
145,2020-05-24,2775,2923,3071,NA
146,2020-05-25,3089,3254,3419,NA
147,2020-05-26,3440,3624,3808,NA
