location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-06-01;total_cases;13;2020-05-22;3343;2020-06-01;6326;1.89
AL;2020-06-01;total_cases;12;2020-05-23;5630;2020-06-01;10837;1.92
AM;2020-06-01;total_cases;16;2020-05-19;22132;2020-06-01;41774;1.89
AP;2020-06-01;total_cases;14;2020-05-21;5188;2020-06-01;9890;1.91
CE;2020-06-01;total_cases;17;2020-05-18;26363;2020-06-01;50504;1.92
DF;2020-06-01;total_cases;14;2020-05-21;5542;2020-06-01;10510;1.9
ES;2020-06-01;total_cases;16;2020-05-19;7693;2020-06-01;14069;1.83
GO;2020-06-01;total_cases;14;2020-05-21;2114;2020-06-01;3906;1.85
MA;2020-06-01;total_cases;12;2020-05-23;18767;2020-06-01;35297;1.88
MG;2020-06-01;total_cases;14;2020-05-21;5596;2020-06-01;10670;1.91
MS;2020-06-01;total_cases;12;2020-05-23;858;2020-06-01;1568;1.83
MT;2020-06-01;total_cases;12;2020-05-23;1352;2020-06-01;2541;1.88
PA;2020-06-01;total_cases;14;2020-05-21;19756;2020-06-01;38046;1.93
PB;2020-06-01;total_cases;12;2020-05-23;7508;2020-06-01;13695;1.82
PE;2020-06-01;total_cases;19;2020-05-16;18488;2020-06-01;34900;1.89
PI;2020-06-01;total_cases;15;2020-05-20;2637;2020-06-01;5119;1.94
PR;2020-06-01;total_cases;15;2020-05-20;2616;2020-06-01;4835;1.85
RJ;2020-06-01;total_cases;16;2020-05-19;27805;2020-06-01;54530;1.96
RN;2020-06-01;total_cases;13;2020-05-22;4251;2020-06-01;7964;1.87
RO;2020-06-01;total_cases;13;2020-05-22;2774;2020-06-01;5172;1.86
RR;2020-06-01;total_cases;16;2020-05-19;1985;2020-06-01;3692;1.86
RS;2020-06-01;total_cases;15;2020-05-20;4973;2020-06-01;9332;1.88
SC;2020-06-01;total_cases;17;2020-05-18;5175;2020-06-01;9498;1.84
SE;2020-06-01;total_cases;16;2020-05-19;3967;2020-06-01;7233;1.82
SP;2020-06-01;total_cases;19;2020-05-16;61183;2020-06-01;111296;1.82
TO;2020-06-01;total_cases;13;2020-05-22;2205;2020-06-01;4345;1.97
