"dia_ano","dias","otimista","casos_estimados","pessimista","x"
190,2020-07-08,10508,10996,11484,10970
191,2020-07-09,10576,11067,11558,11115
192,2020-07-10,10640,11134,11628,11280
193,2020-07-11,10702,11198,11694,11406
194,2020-07-12,10759,11258,11757,11415
195,2020-07-13,10813,11315,11817,11474
196,2020-07-14,10864,11368,11872,11624
197,2020-07-15,10913,11419,11925,11757
198,2020-07-16,10959,11467,11975,11849
199,2020-07-17,11002,11512,12022,11919
200,2020-07-18,11042,11554,12066,11919
201,2020-07-19,11080,11594,12108,NA
202,2020-07-20,11116,11632,12148,NA
203,2020-07-21,11150,11667,12184,NA
204,2020-07-22,11182,11701,12220,NA
205,2020-07-23,11212,11732,12252,NA
206,2020-07-24,11241,11762,12283,NA
207,2020-07-25,11267,11790,12313,NA
208,2020-07-26,11292,11816,12340,NA
209,2020-07-27,11315,11840,12365,NA
210,2020-07-28,11337,11863,12389,NA
