"country","dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados","mortes_confirmadas","latitude","longitude","region"
"Belgium","2020-04-08",11674,19360,27046,3172,23403,2523,50.503887,4.469936,"Europe"
"Belgium","2020-04-09",12157,20161,28165,3303,24983,3019,50.503887,4.469936,"Europe"
"Belgium","2020-04-10",12660,20995,29330,3440,26667,3346,50.503887,4.469936,"Europe"
"Belgium","2020-04-11",13183,21863,30543,3582,28018,3600,50.503887,4.469936,"Europe"
"Belgium","2020-04-12",13729,22768,31807,3730,29647,3903,50.503887,4.469936,"Europe"
"Belgium","2020-04-13",14297,23710,33123,3884,30589,4157,50.503887,4.469936,"Europe"
"Belgium","2020-04-14",14888,24690,34492,4045,31119,4440,50.503887,4.469936,"Europe"
"Belgium","2020-04-15",15504,25712,35920,4212,33573,4857,50.503887,4.469936,"Europe"
"Belgium","2020-04-16",16145,26775,37405,4387,34809,5163,50.503887,4.469936,"Europe"
"Belgium","2020-04-17",16813,27883,38953,4568,36138,5453,50.503887,4.469936,"Europe"
"Belgium","2020-04-18",17508,29036,40564,4757,37183,5683,50.503887,4.469936,"Europe"
"Belgium","2020-04-19",18233,30237,42241,4954,38496,5828,50.503887,4.469936,"Europe"
"Belgium","2020-04-20",18987,31488,43989,5159,39983,5998,50.503887,4.469936,"Europe"
"Belgium","2020-04-21",19772,32790,45808,5372,40956,6262,50.503887,4.469936,"Europe"
"Belgium","2020-04-22",20590,34147,47704,5594,41889,6490,50.503887,4.469936,"Europe"
"Belgium","2020-04-23",21442,35559,49676,5826,42797,6679,50.503887,4.469936,"Europe"
"Belgium","2020-04-24",22329,37030,51731,6067,44293,6917,50.503887,4.469936,"Europe"
"Belgium","2020-04-25",23253,38562,53871,6318,45325,7094,50.503887,4.469936,"Europe"
"Belgium","2020-04-26",24214,40157,56100,6579,46134,7207,50.503887,4.469936,"Europe"
"Belgium","2020-04-27",25216,41818,58420,6851,46687,7331,50.503887,4.469936,"Europe"
"Belgium","2020-04-28",26258,43547,60836,7134,47334,7501,50.503887,4.469936,"Europe"
"Belgium","2020-04-29",27345,45349,63353,7430,47859,7594,50.503887,4.469936,"Europe"
"Belgium","2020-04-30",28476,47225,65974,7737,48519,7703,50.503887,4.469936,"Europe"
"Belgium","2020-05-01",29654,49178,68702,8057,49032,7765,50.503887,4.469936,"Europe"
"Belgium","2020-05-02",30880,51212,71544,8390,49517,7844,50.503887,4.469936,"Europe"
"Belgium","2020-05-03",32158,53331,74504,8737,49906,7924,50.503887,4.469936,"Europe"
"Belgium","2020-05-04",33488,55536,77584,9099,50267,8016,50.503887,4.469936,"Europe"
"Belgium","2020-05-05",34873,57834,80795,9475,50509,8339,50.503887,4.469936,"Europe"
"Belgium","2020-05-06",36316,60226,84136,9867,50781,8415,50.503887,4.469936,"Europe"
"Belgium","2020-05-07",37818,62717,87616,10275,51420,8521,50.503887,4.469936,"Europe"
"Belgium","2020-05-08",39382,65311,91240,10700,52011,8521,50.503887,4.469936,"Europe"
"Belgium","2020-05-09",41011,68013,95015,11143,NA,NA,50.503887,4.469936,"Europe"
"Belgium","2020-05-10",42707,70826,98945,11603,NA,NA,50.503887,4.469936,"Europe"
"Belgium","2020-05-11",44474,73756,103038,12083,NA,NA,50.503887,4.469936,"Europe"
"Belgium","2020-05-12",46314,76807,107300,12583,NA,NA,50.503887,4.469936,"Europe"
"Belgium","2020-05-13",48230,79984,111738,13104,NA,NA,50.503887,4.469936,"Europe"
"Belgium","2020-05-14",50224,83292,116360,13646,NA,NA,50.503887,4.469936,"Europe"
"Belgium","2020-05-15",52302,86737,121172,14210,NA,NA,50.503887,4.469936,"Europe"
"Belgium","2020-05-16",54465,90325,126185,14798,NA,NA,50.503887,4.469936,"Europe"
"Belgium","2020-05-17",56718,94061,131404,15410,NA,NA,50.503887,4.469936,"Europe"
"Belgium","2020-05-18",59064,97952,136840,16048,NA,NA,50.503887,4.469936,"Europe"
"Belgium","2020-05-19",61507,102004,142501,16711,NA,NA,50.503887,4.469936,"Europe"
"Belgium","2020-05-20",64051,106223,148395,17403,NA,NA,50.503887,4.469936,"Europe"
"Belgium","2020-05-21",66701,110617,154533,18122,NA,NA,50.503887,4.469936,"Europe"
"Belgium","2020-05-22",69460,115193,160926,18872,NA,NA,50.503887,4.469936,"Europe"
"Belgium","2020-05-23",72333,119957,167581,19653,NA,NA,50.503887,4.469936,"Europe"
"Brazil","2020-04-08",14385,16186,17987,1106,15927,941,0,0,"South America"
"Brazil","2020-04-09",15481,17419,19357,1190,17857,1056,0,0,"South America"
"Brazil","2020-04-10",16661,18746,20831,1280,19638,1124,0,0,"South America"
"Brazil","2020-04-11",17929,20173,22417,1378,20727,1223,0,0,"South America"
"Brazil","2020-04-12",19295,21710,24125,1483,22169,1328,0,0,"South America"
"Brazil","2020-04-13",20764,23363,25962,1596,23430,1532,0,0,"South America"
"Brazil","2020-04-14",22346,25143,27940,1717,25262,1736,0,0,"South America"
"Brazil","2020-04-15",24048,27058,30068,1848,28320,1924,0,0,"South America"
"Brazil","2020-04-16",25879,29118,32357,1989,30425,2141,0,0,"South America"
"Brazil","2020-04-17",27850,31336,34822,2140,33682,2347,0,0,"South America"
"Brazil","2020-04-18",29971,33723,37475,2303,36599,2462,0,0,"South America"
"Brazil","2020-04-19",32254,36291,40328,2479,38654,2575,0,0,"South America"
"Brazil","2020-04-20",34710,39055,43400,2668,40581,2741,0,0,"South America"
"Brazil","2020-04-21",37353,42029,46705,2871,43079,2906,0,0,"South America"
"Brazil","2020-04-22",40198,45230,50262,3089,45757,3313,0,0,"South America"
"Brazil","2020-04-23",43260,48675,54090,3325,49492,3670,0,0,"South America"
"Brazil","2020-04-24",46555,52382,58209,3578,52995,4016,0,0,"South America"
"Brazil","2020-04-25",50101,56372,62643,3850,58509,4205,0,0,"South America"
"Brazil","2020-04-26",53916,60665,67414,4144,61888,4543,0,0,"South America"
"Brazil","2020-04-27",58022,65285,72548,4459,66501,5017,0,0,"South America"
"Brazil","2020-04-28",62441,70257,78073,4799,71886,5466,0,0,"South America"
"Brazil","2020-04-29",67197,75608,84019,5164,78162,5901,0,0,"South America"
"Brazil","2020-04-30",72315,81367,90419,5558,85380,6329,0,0,"South America"
"Brazil","2020-05-01",77823,87564,97305,5981,91589,6750,0,0,"South America"
"Brazil","2020-05-02",83750,94233,104716,6437,96559,7025,0,0,"South America"
"Brazil","2020-05-03",90129,101410,112691,6927,101147,7321,0,0,"South America"
"Brazil","2020-05-04",96993,109133,121273,7454,107780,7921,0,0,"South America"
"Brazil","2020-05-05",104380,117445,130510,8022,114715,8536,0,0,"South America"
"Brazil","2020-05-06",112329,126389,140449,8633,125218,9146,0,0,"South America"
"Brazil","2020-05-07",120884,136015,151146,9290,135106,9637,0,0,"South America"
"Brazil","2020-05-08",130091,146374,162657,9998,141088,9637,0,0,"South America"
"Brazil","2020-05-09",139998,157522,175046,10760,NA,NA,0,0,"South America"
"Brazil","2020-05-10",150661,169519,188377,11579,NA,NA,0,0,"South America"
"Brazil","2020-05-11",162136,182430,202724,12461,NA,NA,0,0,"South America"
"Brazil","2020-05-12",174484,196324,218164,13410,NA,NA,0,0,"South America"
"Brazil","2020-05-13",187774,211277,234780,14431,NA,NA,0,0,"South America"
"Brazil","2020-05-14",202074,227368,252662,15530,NA,NA,0,0,"South America"
"Brazil","2020-05-15",217464,244684,271904,16713,NA,NA,0,0,"South America"
"Brazil","2020-05-16",234027,263320,292613,17986,NA,NA,0,0,"South America"
"Brazil","2020-05-17",251850,283374,314898,19356,NA,NA,0,0,"South America"
"Brazil","2020-05-18",271031,304956,338881,20830,NA,NA,0,0,"South America"
"Brazil","2020-05-19",291673,328182,364691,22416,NA,NA,0,0,"South America"
"Brazil","2020-05-20",313888,353177,392466,24124,NA,NA,0,0,"South America"
"Brazil","2020-05-21",337794,380075,422356,25961,NA,NA,0,0,"South America"
"Brazil","2020-05-22",363520,409022,454524,27938,NA,NA,0,0,"South America"
"Brazil","2020-05-23",391207,440174,489141,30066,NA,NA,0,0,"South America"
"China","2020-04-08",47876,78497,109118,4388,82870,3340,35.86166,104.195397,"Asia"
"China","2020-04-09",48413,79378,110343,4437,82925,3343,35.86166,104.195397,"Asia"
"China","2020-04-10",48956,80269,111582,4487,83004,3343,35.86166,104.195397,"Asia"
"China","2020-04-11",49506,81171,112836,4537,83097,3345,35.86166,104.195397,"Asia"
"China","2020-04-12",50062,82082,114102,4588,83209,3345,35.86166,104.195397,"Asia"
"China","2020-04-13",50624,83003,115382,4640,83303,3346,35.86166,104.195397,"Asia"
"China","2020-04-14",51192,83935,116678,4692,83352,3346,35.86166,104.195397,"Asia"
"China","2020-04-15",51767,84878,117989,4744,83402,4636,35.86166,104.195397,"Asia"
"China","2020-04-16",52349,85831,119313,4798,83754,4636,35.86166,104.195397,"Asia"
"China","2020-04-17",52936,86794,120652,4851,83785,4636,35.86166,104.195397,"Asia"
"China","2020-04-18",53531,87769,122007,4906,83803,4636,35.86166,104.195397,"Asia"
"China","2020-04-19",54131,88754,123377,4961,83817,4636,35.86166,104.195397,"Asia"
"China","2020-04-20",54739,89750,124761,5017,83849,4636,35.86166,104.195397,"Asia"
"China","2020-04-21",55354,90758,126162,5073,83864,4636,35.86166,104.195397,"Asia"
"China","2020-04-22",55975,91777,127579,5130,83876,4636,35.86166,104.195397,"Asia"
"China","2020-04-23",56603,92807,129011,5188,83884,4636,35.86166,104.195397,"Asia"
"China","2020-04-24",57239,93849,130459,5246,83899,4636,35.86166,104.195397,"Asia"
"China","2020-04-25",57882,94903,131924,5305,83909,4637,35.86166,104.195397,"Asia"
"China","2020-04-26",58531,95968,133405,5364,83912,4637,35.86166,104.195397,"Asia"
"China","2020-04-27",59189,97046,134903,5424,83938,4637,35.86166,104.195397,"Asia"
"China","2020-04-28",59853,98135,136417,5485,83940,4637,35.86166,104.195397,"Asia"
"China","2020-04-29",60525,99237,137949,5547,83944,4637,35.86166,104.195397,"Asia"
"China","2020-04-30",61204,100351,139498,5609,83956,4637,35.86166,104.195397,"Asia"
"China","2020-05-01",61892,101478,141064,5672,83959,4637,35.86166,104.195397,"Asia"
"China","2020-05-02",62586,102617,142648,5736,83961,4637,35.86166,104.195397,"Asia"
"China","2020-05-03",63289,103769,144249,5800,83964,4637,35.86166,104.195397,"Asia"
"China","2020-05-04",63999,104934,145869,5865,83966,4637,35.86166,104.195397,"Asia"
"China","2020-05-05",64718,106112,147506,5931,83968,4637,35.86166,104.195397,"Asia"
"China","2020-05-06",65444,107303,149162,5998,83970,4637,35.86166,104.195397,"Asia"
"China","2020-05-07",66179,108508,150837,6065,83976,4633,35.86166,104.195397,"Asia"
"China","2020-05-08",66922,109726,152530,6133,82886,4633,35.86166,104.195397,"Asia"
"China","2020-05-09",67674,110958,154242,6202,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-10",68433,112204,155975,6272,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-11",69201,113463,157725,6342,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-12",69978,114737,159496,6413,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-13",70764,116025,161286,6485,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-14",71559,117328,163097,6558,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-15",72362,118645,164928,6632,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-16",73174,119977,166780,6706,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-17",73996,121324,168652,6782,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-18",74826,122686,170546,6858,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-19",75666,124063,172460,6935,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-20",76516,125456,174396,7012,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-21",77375,126865,176355,7091,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-22",78244,128289,178334,7171,NA,NA,35.86166,104.195397,"Asia"
"China","2020-05-23",79122,129729,180336,7251,NA,NA,35.86166,104.195397,"Asia"
"Germany","2020-04-08",42887,76607,110327,3353,108202,2373,51.165691,10.451526,"Europe"
"Germany","2020-04-09",44400,79309,114218,3471,113525,2544,51.165691,10.451526,"Europe"
"Germany","2020-04-10",45966,82107,118248,3593,117658,2673,51.165691,10.451526,"Europe"
"Germany","2020-04-11",47588,85004,122420,3720,120479,2799,51.165691,10.451526,"Europe"
"Germany","2020-04-12",49266,88002,126738,3851,123016,2969,51.165691,10.451526,"Europe"
"Germany","2020-04-13",51005,91107,131209,3987,125098,3254,51.165691,10.451526,"Europe"
"Germany","2020-04-14",52803,94320,135837,4128,127584,3569,51.165691,10.451526,"Europe"
"Germany","2020-04-15",54666,97648,140630,4274,130450,3868,51.165691,10.451526,"Europe"
"Germany","2020-04-16",56595,101092,145589,4424,133830,4110,51.165691,10.451526,"Europe"
"Germany","2020-04-17",58591,104658,150725,4580,137439,4294,51.165691,10.451526,"Europe"
"Germany","2020-04-18",60658,108350,156042,4742,139897,4404,51.165691,10.451526,"Europe"
"Germany","2020-04-19",62798,112173,161548,4909,141672,4598,51.165691,10.451526,"Europe"
"Germany","2020-04-20",65013,116130,167247,5082,143457,4879,51.165691,10.451526,"Europe"
"Germany","2020-04-21",67306,120226,173146,5262,145694,5094,51.165691,10.451526,"Europe"
"Germany","2020-04-22",69681,124467,179253,5447,148046,5321,51.165691,10.451526,"Europe"
"Germany","2020-04-23",72139,128858,185577,5639,150383,5500,51.165691,10.451526,"Europe"
"Germany","2020-04-24",74684,133404,192124,5838,152438,5640,51.165691,10.451526,"Europe"
"Germany","2020-04-25",77318,138110,198902,6044,154175,5750,51.165691,10.451526,"Europe"
"Germany","2020-04-26",80046,142982,205918,6258,155193,5913,51.165691,10.451526,"Europe"
"Germany","2020-04-27",82869,148025,213181,6478,156337,6115,51.165691,10.451526,"Europe"
"Germany","2020-04-28",85793,153247,220701,6707,157641,6288,51.165691,10.451526,"Europe"
"Germany","2020-04-29",88819,158653,228487,6943,159119,6288,51.165691,10.451526,"Europe"
"Germany","2020-04-30",91952,164250,236548,7188,159119,6575,51.165691,10.451526,"Europe"
"Germany","2020-05-01",95196,170044,244892,7442,161703,6649,51.165691,10.451526,"Europe"
"Germany","2020-05-02",98554,176043,253532,7704,162496,6692,51.165691,10.451526,"Europe"
"Germany","2020-05-03",102031,182253,262475,7976,163175,6831,51.165691,10.451526,"Europe"
"Germany","2020-05-04",105630,188682,271734,8258,163860,6996,51.165691,10.451526,"Europe"
"Germany","2020-05-05",109356,195338,281320,8549,164897,7119,51.165691,10.451526,"Europe"
"Germany","2020-05-06",113214,202229,291244,8851,166091,7266,51.165691,10.451526,"Europe"
"Germany","2020-05-07",117207,209362,301517,9163,167300,7445,51.165691,10.451526,"Europe"
"Germany","2020-05-08",121342,216748,312154,9486,170114,7445,51.165691,10.451526,"Europe"
"Germany","2020-05-09",125623,224394,323165,9821,NA,NA,51.165691,10.451526,"Europe"
"Germany","2020-05-10",130054,232310,334566,10167,NA,NA,51.165691,10.451526,"Europe"
"Germany","2020-05-11",134642,240505,346368,10526,NA,NA,51.165691,10.451526,"Europe"
"Germany","2020-05-12",139392,248989,358586,10897,NA,NA,51.165691,10.451526,"Europe"
"Germany","2020-05-13",144309,257772,371235,11281,NA,NA,51.165691,10.451526,"Europe"
"Germany","2020-05-14",149399,266865,384331,11679,NA,NA,51.165691,10.451526,"Europe"
"Germany","2020-05-15",154670,276279,397888,12091,NA,NA,51.165691,10.451526,"Europe"
"Germany","2020-05-16",160126,286025,411924,12518,NA,NA,51.165691,10.451526,"Europe"
"Germany","2020-05-17",165775,296115,426455,12959,NA,NA,51.165691,10.451526,"Europe"
"Germany","2020-05-18",171623,306561,441499,13417,NA,NA,51.165691,10.451526,"Europe"
"Germany","2020-05-19",177677,317375,457073,13890,NA,NA,51.165691,10.451526,"Europe"
"Germany","2020-05-20",183944,328571,473198,14380,NA,NA,51.165691,10.451526,"Europe"
"Germany","2020-05-21",190433,340162,489891,14887,NA,NA,51.165691,10.451526,"Europe"
"Germany","2020-05-22",197151,352161,507171,15412,NA,NA,51.165691,10.451526,"Europe"
"Germany","2020-05-23",204106,364584,525062,15956,NA,NA,51.165691,10.451526,"Europe"
"Iran","2020-04-08",31074,47738,64402,2983,64586,4110,32.427908,53.688046,"Asia"
"Iran","2020-04-09",32108,49326,66544,3082,66220,4232,32.427908,53.688046,"Asia"
"Iran","2020-04-10",33175,50966,68757,3184,68192,4357,32.427908,53.688046,"Asia"
"Iran","2020-04-11",34278,52661,71044,3290,70029,4474,32.427908,53.688046,"Asia"
"Iran","2020-04-12",35419,54413,73407,3400,71686,4585,32.427908,53.688046,"Asia"
"Iran","2020-04-13",36597,56223,75849,3513,73303,4683,32.427908,53.688046,"Asia"
"Iran","2020-04-14",37814,58093,78372,3630,74877,4777,32.427908,53.688046,"Asia"
"Iran","2020-04-15",39072,60025,80978,3750,76389,4869,32.427908,53.688046,"Asia"
"Iran","2020-04-16",40371,62021,83671,3875,77995,4958,32.427908,53.688046,"Asia"
"Iran","2020-04-17",41714,64084,86454,4004,79494,5031,32.427908,53.688046,"Asia"
"Iran","2020-04-18",43102,66216,89330,4137,80868,5118,32.427908,53.688046,"Asia"
"Iran","2020-04-19",44535,68418,92301,4275,82211,5209,32.427908,53.688046,"Asia"
"Iran","2020-04-20",46016,70693,95370,4417,83505,5297,32.427908,53.688046,"Asia"
"Iran","2020-04-21",47547,73045,98543,4564,84802,5391,32.427908,53.688046,"Asia"
"Iran","2020-04-22",49128,75474,101820,4716,85996,5481,32.427908,53.688046,"Asia"
"Iran","2020-04-23",50762,77985,105208,4872,87026,5574,32.427908,53.688046,"Asia"
"Iran","2020-04-24",52450,80578,108706,5034,88194,5650,32.427908,53.688046,"Asia"
"Iran","2020-04-25",54195,83258,112321,5202,89328,5710,32.427908,53.688046,"Asia"
"Iran","2020-04-26",55998,86028,116058,5375,90481,5806,32.427908,53.688046,"Asia"
"Iran","2020-04-27",57860,88889,119918,5554,91472,5877,32.427908,53.688046,"Asia"
"Iran","2020-04-28",59784,91845,123906,5738,92584,5957,32.427908,53.688046,"Asia"
"Iran","2020-04-29",61773,94900,128027,5929,93657,6028,32.427908,53.688046,"Asia"
"Iran","2020-04-30",63828,98057,132286,6127,94640,6091,32.427908,53.688046,"Asia"
"Iran","2020-05-01",65951,101318,136685,6330,95646,6156,32.427908,53.688046,"Asia"
"Iran","2020-05-02",68144,104688,141232,6541,96448,6203,32.427908,53.688046,"Asia"
"Iran","2020-05-03",70411,108170,145929,6758,97424,6277,32.427908,53.688046,"Asia"
"Iran","2020-05-04",72753,111768,150783,6983,98647,6340,32.427908,53.688046,"Asia"
"Iran","2020-05-05",75172,115485,155798,7215,99970,6418,32.427908,53.688046,"Asia"
"Iran","2020-05-06",77672,119326,160980,7455,101650,6486,32.427908,53.688046,"Asia"
"Iran","2020-05-07",80256,123295,166334,7703,103135,6541,32.427908,53.688046,"Asia"
"Iran","2020-05-08",82925,127396,171867,7960,104691,6541,32.427908,53.688046,"Asia"
"Iran","2020-05-09",85683,131633,177583,8224,NA,NA,32.427908,53.688046,"Asia"
"Iran","2020-05-10",88533,136011,183489,8498,NA,NA,32.427908,53.688046,"Asia"
"Iran","2020-05-11",91478,140535,189592,8781,NA,NA,32.427908,53.688046,"Asia"
"Iran","2020-05-12",94521,145210,195899,9073,NA,NA,32.427908,53.688046,"Asia"
"Iran","2020-05-13",97664,150039,202414,9374,NA,NA,32.427908,53.688046,"Asia"
"Iran","2020-05-14",100913,155030,209147,9686,NA,NA,32.427908,53.688046,"Asia"
"Iran","2020-05-15",104269,160186,216103,10008,NA,NA,32.427908,53.688046,"Asia"
"Iran","2020-05-16",107737,165514,223291,10341,NA,NA,32.427908,53.688046,"Asia"
"Iran","2020-05-17",111321,171019,230717,10685,NA,NA,32.427908,53.688046,"Asia"
"Iran","2020-05-18",115023,176707,238391,11040,NA,NA,32.427908,53.688046,"Asia"
"Iran","2020-05-19",118849,182584,246319,11408,NA,NA,32.427908,53.688046,"Asia"
"Iran","2020-05-20",122802,188657,254512,11787,NA,NA,32.427908,53.688046,"Asia"
"Iran","2020-05-21",126886,194932,262978,12179,NA,NA,32.427908,53.688046,"Asia"
"Iran","2020-05-22",131107,201416,271725,12584,NA,NA,32.427908,53.688046,"Asia"
"Iran","2020-05-23",135468,208115,280762,13003,NA,NA,32.427908,53.688046,"Asia"
"Italy","2020-04-08",65575,105091,144607,14614,139422,18281,41.87194,12.56738,"Europe"
"Italy","2020-04-09",67703,108501,149299,15088,143626,18851,41.87194,12.56738,"Europe"
"Italy","2020-04-10",69900,112022,154144,15577,147577,19470,41.87194,12.56738,"Europe"
"Italy","2020-04-11",72169,115658,159147,16083,152271,19901,41.87194,12.56738,"Europe"
"Italy","2020-04-12",74511,119411,164311,16605,156363,20465,41.87194,12.56738,"Europe"
"Italy","2020-04-13",76929,123286,169643,17144,159516,21069,41.87194,12.56738,"Europe"
"Italy","2020-04-14",79425,127287,175149,17700,162488,21647,41.87194,12.56738,"Europe"
"Italy","2020-04-15",82003,131418,180833,18275,165155,22172,41.87194,12.56738,"Europe"
"Italy","2020-04-16",84664,135682,186700,18867,168941,22747,41.87194,12.56738,"Europe"
"Italy","2020-04-17",87411,140085,192759,19480,172434,23227,41.87194,12.56738,"Europe"
"Italy","2020-04-18",90248,144631,199014,20112,175925,23660,41.87194,12.56738,"Europe"
"Italy","2020-04-19",93177,149325,205473,20765,178972,24114,41.87194,12.56738,"Europe"
"Italy","2020-04-20",96201,154171,212141,21438,181228,24648,41.87194,12.56738,"Europe"
"Italy","2020-04-21",99322,159174,219026,22134,183957,25085,41.87194,12.56738,"Europe"
"Italy","2020-04-22",102545,164339,226133,22852,187327,25549,41.87194,12.56738,"Europe"
"Italy","2020-04-23",105873,169672,233471,23594,189973,25969,41.87194,12.56738,"Europe"
"Italy","2020-04-24",109309,175178,241047,24360,192994,26384,41.87194,12.56738,"Europe"
"Italy","2020-04-25",112856,180863,248870,25150,195351,26644,41.87194,12.56738,"Europe"
"Italy","2020-04-26",116519,186733,256947,25966,197675,26977,41.87194,12.56738,"Europe"
"Italy","2020-04-27",120299,192792,265285,26809,199414,27359,41.87194,12.56738,"Europe"
"Italy","2020-04-28",124204,199049,273894,27679,201505,27682,41.87194,12.56738,"Europe"
"Italy","2020-04-29",128234,205508,282782,28577,203591,27967,41.87194,12.56738,"Europe"
"Italy","2020-04-30",132395,212177,291959,29505,205463,28236,41.87194,12.56738,"Europe"
"Italy","2020-05-01",136692,219063,301434,30462,207428,28710,41.87194,12.56738,"Europe"
"Italy","2020-05-02",141128,226172,311216,31451,209328,28884,41.87194,12.56738,"Europe"
"Italy","2020-05-03",145708,233511,321314,32471,210717,29079,41.87194,12.56738,"Europe"
"Italy","2020-05-04",150436,241089,331742,33525,211938,29315,41.87194,12.56738,"Europe"
"Italy","2020-05-05",155318,248913,342508,34613,213013,29684,41.87194,12.56738,"Europe"
"Italy","2020-05-06",160358,256990,353622,35736,214457,29958,41.87194,12.56738,"Europe"
"Italy","2020-05-07",165562,265330,365098,36896,215858,30201,41.87194,12.56738,"Europe"
"Italy","2020-05-08",170935,273941,376947,38093,217185,30201,41.87194,12.56738,"Europe"
"Italy","2020-05-09",176482,282830,389178,39329,NA,NA,41.87194,12.56738,"Europe"
"Italy","2020-05-10",182210,292009,401808,40606,NA,NA,41.87194,12.56738,"Europe"
"Italy","2020-05-11",188122,301485,414848,41923,NA,NA,41.87194,12.56738,"Europe"
"Italy","2020-05-12",194227,311269,428311,43284,NA,NA,41.87194,12.56738,"Europe"
"Italy","2020-05-13",200530,321370,442210,44689,NA,NA,41.87194,12.56738,"Europe"
"Italy","2020-05-14",207038,331799,456560,46139,NA,NA,41.87194,12.56738,"Europe"
"Italy","2020-05-15",213756,342566,471376,47636,NA,NA,41.87194,12.56738,"Europe"
"Italy","2020-05-16",220693,353683,486673,49182,NA,NA,41.87194,12.56738,"Europe"
"Italy","2020-05-17",227855,365160,502465,50778,NA,NA,41.87194,12.56738,"Europe"
"Italy","2020-05-18",235250,377011,518772,52426,NA,NA,41.87194,12.56738,"Europe"
"Italy","2020-05-19",242883,389245,535607,54127,NA,NA,41.87194,12.56738,"Europe"
"Italy","2020-05-20",250766,401877,552988,55884,NA,NA,41.87194,12.56738,"Europe"
"Italy","2020-05-21",258903,414918,570933,57697,NA,NA,41.87194,12.56738,"Europe"
"Italy","2020-05-22",267305,428383,589461,59569,NA,NA,41.87194,12.56738,"Europe"
"Italy","2020-05-23",275980,442285,608590,61503,NA,NA,41.87194,12.56738,"Europe"
"Spain","2020-04-08",40015,101888,163761,10301,146690,15238,40.463667,0,"Europe"
"Spain","2020-04-09",41355,105299,169243,10646,152446,15843,40.463667,0,"Europe"
"Spain","2020-04-10",42739,108824,174909,11003,157022,16353,40.463667,0,"Europe"
"Spain","2020-04-11",44170,112468,180766,11371,161852,16972,40.463667,0,"Europe"
"Spain","2020-04-12",45649,116233,186817,11752,166019,17489,40.463667,0,"Europe"
"Spain","2020-04-13",47177,120124,193071,12145,169496,18276,40.463667,0,"Europe"
"Spain","2020-04-14",48756,124146,199536,12552,177464,18893,40.463667,0,"Europe"
"Spain","2020-04-15",50389,128302,206215,12972,181504,19478,40.463667,0,"Europe"
"Spain","2020-04-16",52075,132597,213119,13406,185904,20043,40.463667,0,"Europe"
"Spain","2020-04-17",53819,137036,220253,13855,190008,20453,40.463667,0,"Europe"
"Spain","2020-04-18",55621,141624,227627,14319,188578,20852,40.463667,0,"Europe"
"Spain","2020-04-19",57483,146365,235247,14798,191163,21282,40.463667,0,"Europe"
"Spain","2020-04-20",59407,151265,243123,15294,194515,21717,40.463667,0,"Europe"
"Spain","2020-04-21",61396,156329,251262,15806,197142,22157,40.463667,0,"Europe"
"Spain","2020-04-22",63451,161563,259675,16335,200194,22524,40.463667,0,"Europe"
"Spain","2020-04-23",65576,166972,268368,16882,202961,22902,40.463667,0,"Europe"
