"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-12,3531,3538,3534,3644,3424,3435
2020-05-13,3718,3723,3720,3836,3604,3733
2020-05-14,3915,3918,3916,4038,3794,3950
2020-05-15,4122,4122,4122,4250,3994,4196
2020-05-16,4340,4337,4338,4473,4203,4474
2020-05-17,4570,4562,4566,4708,4424,4611
2020-05-18,4812,4798,4805,4955,4655,4695
2020-05-19,5067,5046,5056,5214,4898,4977
2020-05-20,5335,5306,5320,5486,5154,NA
2020-05-21,5617,5579,5598,5772,5424,NA
2020-05-22,5915,5865,5890,6073,5707,NA
2020-05-23,6228,6165,6196,6389,6003,NA
2020-05-24,6557,6479,6518,6721,6315,NA
2020-05-25,6904,6808,6856,7070,6642,NA
2020-05-26,7270,7152,7211,7436,6986,NA
