"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
186,2020-07-04,1,3,5,38
187,2020-07-05,1,3,5,38
188,2020-07-06,1,3,5,38
189,2020-07-07,1,3,5,40
190,2020-07-08,1,3,5,42
191,2020-07-09,2,4,6,42
192,2020-07-10,2,4,6,44
193,2020-07-11,2,4,6,45
194,2020-07-12,2,4,6,47
195,2020-07-13,2,4,6,47
196,2020-07-14,2,4,6,48
197,2020-07-15,2,4,6,NA
198,2020-07-16,2,5,8,NA
199,2020-07-17,2,5,8,NA
200,2020-07-18,2,5,8,NA
201,2020-07-19,2,5,8,NA
202,2020-07-20,2,5,8,NA
203,2020-07-21,2,5,8,NA
204,2020-07-22,3,6,9,NA
205,2020-07-23,3,6,9,NA
206,2020-07-24,3,6,9,NA
