"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
95,2020-04-04,73,91,109,107
96,2020-04-05,96,120,144,128
97,2020-04-06,124,154,184,166
98,2020-04-07,154,192,230,193
99,2020-04-08,185,230,275,230
100,2020-04-09,215,267,319,242
101,2020-04-10,241,300,359,307
102,2020-04-11,264,328,392,334
103,2020-04-12,281,350,419,NA
104,2020-04-13,295,367,439,NA
105,2020-04-14,305,380,455,NA
106,2020-04-15,313,389,465,NA
107,2020-04-16,318,396,474,NA
108,2020-04-17,322,401,480,NA
109,2020-04-18,325,404,483,NA
