"dia_ano","dias","otimista","casos_estimados","pessimista","x"
128,2020-05-07,72,76,80,76
129,2020-05-08,76,80,84,81
130,2020-05-09,80,85,90,87
131,2020-05-10,85,90,95,88
132,2020-05-11,90,95,100,92
133,2020-05-12,96,101,106,93
134,2020-05-13,100,106,112,105
135,2020-05-14,107,113,119,117
136,2020-05-15,113,119,125,NA
137,2020-05-16,119,126,133,NA
138,2020-05-17,127,134,141,NA
139,2020-05-18,133,141,149,NA
140,2020-05-19,142,150,158,NA
141,2020-05-20,150,158,166,NA
142,2020-05-21,159,168,177,NA
