"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
179,2020-06-27,110,119,128,117
180,2020-06-28,116,125,134,129
181,2020-06-29,122,132,142,139
182,2020-06-30,129,139,149,143
183,2020-07-01,135,146,157,147
184,2020-07-02,142,153,164,160
185,2020-07-03,148,160,172,162
186,2020-07-04,156,168,180,170
187,2020-07-05,163,176,189,176
188,2020-07-06,170,183,196,180
189,2020-07-07,177,191,205,182
190,2020-07-08,185,199,213,NA
191,2020-07-09,192,207,222,NA
192,2020-07-10,200,215,230,NA
193,2020-07-11,208,224,240,NA
194,2020-07-12,215,232,249,NA
195,2020-07-13,223,240,257,NA
196,2020-07-14,230,248,266,NA
197,2020-07-15,238,256,274,NA
198,2020-07-16,245,264,283,NA
199,2020-07-17,252,272,292,NA
