"dia_ano","dias","otimista","casos_estimados","pessimista","x"
126,2020-05-05,125,131,137,133
127,2020-05-06,136,142,148,145
128,2020-05-07,145,152,159,155
129,2020-05-08,157,164,171,165
130,2020-05-09,167,175,183,172
131,2020-05-10,178,186,194,181
132,2020-05-11,189,198,207,196
133,2020-05-12,200,209,218,212
134,2020-05-13,211,220,229,NA
135,2020-05-14,221,231,241,NA
136,2020-05-15,231,241,251,NA
137,2020-05-16,240,251,262,NA
138,2020-05-17,250,261,272,NA
139,2020-05-18,258,270,282,NA
140,2020-05-19,267,279,291,NA
