"dia_ano","dias","otimista","casos_estimados","pessimista","x"
125,2020-05-04,249,305,361,330
126,2020-05-05,283,346,409,369
127,2020-05-06,320,392,464,392
128,2020-05-07,364,445,526,410
129,2020-05-08,412,504,596,515
130,2020-05-09,468,572,676,578
131,2020-05-10,530,649,768,652
132,2020-05-11,602,736,870,708
133,2020-05-12,683,835,987,NA
134,2020-05-13,774,947,1120,NA
135,2020-05-14,878,1074,1270,NA
136,2020-05-15,996,1219,1442,NA
137,2020-05-16,1130,1382,1634,NA
138,2020-05-17,1282,1568,1854,NA
139,2020-05-18,1454,1779,2104,NA
