"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
176,2020-06-24,24606,29159,33712,31230
177,2020-06-25,25671,30421,35171,32065
178,2020-06-26,26782,31738,36694,32864
179,2020-06-27,27942,33112,38282,33521
180,2020-06-28,29151,34545,39939,34312
181,2020-06-29,30413,36040,41667,35117
182,2020-06-30,31728,37599,43470,35962
183,2020-07-01,33102,39227,45352,36819
184,2020-07-02,34534,40924,47314,37328
185,2020-07-03,36029,42696,49363,38404
186,2020-07-04,37588,44543,51498,39255
187,2020-07-05,39215,46471,53727,NA
188,2020-07-06,40912,48482,56052,NA
189,2020-07-07,42683,50581,58479,NA
190,2020-07-08,44530,52770,61010,NA
191,2020-07-09,46458,55054,63650,NA
192,2020-07-10,48468,57436,66404,NA
193,2020-07-11,50566,59922,69278,NA
194,2020-07-12,52754,62515,72276,NA
195,2020-07-13,55037,65221,75405,NA
196,2020-07-14,57419,68044,78669,NA
