"dia_ano","dias","otimista","casos_estimados","pessimista","x"
166,2020-06-14,305,337,369,326
167,2020-06-15,316,350,384,334
168,2020-06-16,328,363,398,364
169,2020-06-17,341,377,413,386
170,2020-06-18,353,391,429,406
171,2020-06-19,367,406,445,419
172,2020-06-20,380,421,462,428
173,2020-06-21,395,437,479,451
174,2020-06-22,409,453,497,469
175,2020-06-23,425,470,515,498
176,2020-06-24,441,488,535,521
177,2020-06-25,457,506,555,NA
178,2020-06-26,474,525,576,NA
179,2020-06-27,492,545,598,NA
180,2020-06-28,511,566,621,NA
181,2020-06-29,530,587,644,NA
182,2020-06-30,550,609,668,NA
183,2020-07-01,571,632,693,NA
184,2020-07-02,593,656,719,NA
185,2020-07-03,614,680,746,NA
186,2020-07-04,638,706,774,NA
