"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
163,2020-06-11,22,27,32,30
164,2020-06-12,24,29,34,30
165,2020-06-13,27,33,39,32
166,2020-06-14,29,36,43,32
167,2020-06-15,32,40,48,37
168,2020-06-16,36,44,52,44
169,2020-06-17,40,49,58,50
170,2020-06-18,44,54,64,59
171,2020-06-19,48,59,70,63
172,2020-06-20,52,64,76,65
173,2020-06-21,57,70,83,65
174,2020-06-22,62,76,90,NA
175,2020-06-23,67,83,99,NA
176,2020-06-24,72,89,106,NA
177,2020-06-25,78,96,114,NA
178,2020-06-26,84,103,122,NA
179,2020-06-27,89,110,131,NA
180,2020-06-28,95,117,139,NA
181,2020-06-29,101,124,147,NA
182,2020-06-30,106,131,156,NA
183,2020-07-01,112,138,164,NA
