"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
179,2020-06-27,66,77,88,82
180,2020-06-28,68,80,92,87
181,2020-06-29,72,84,96,89
182,2020-06-30,75,88,101,91
183,2020-07-01,78,92,106,93
184,2020-07-02,82,96,110,93
185,2020-07-03,85,100,115,94
186,2020-07-04,89,104,119,97
187,2020-07-05,93,109,125,101
188,2020-07-06,97,114,131,106
189,2020-07-07,101,119,137,106
190,2020-07-08,106,124,142,NA
191,2020-07-09,110,129,148,NA
192,2020-07-10,115,135,155,NA
193,2020-07-11,120,141,162,NA
194,2020-07-12,125,147,169,NA
195,2020-07-13,130,153,176,NA
196,2020-07-14,136,160,184,NA
197,2020-07-15,142,167,192,NA
198,2020-07-16,149,175,201,NA
199,2020-07-17,155,182,209,NA
