"dia_ano","dias","otimista","casos_estimados","pessimista","x"
91,2020-03-31,1,2,3,2
92,2020-04-01,2,3,4,2
93,2020-04-02,2,4,6,5
94,2020-04-03,4,6,8,5
95,2020-04-04,5,8,11,10
96,2020-04-05,6,10,14,10
97,2020-04-06,7,12,17,11
98,2020-04-07,8,14,20,15
99,2020-04-08,9,16,23,NA
100,2020-04-09,11,18,25,NA
101,2020-04-10,12,20,28,NA
102,2020-04-11,12,21,30,NA
103,2020-04-12,13,22,31,NA
104,2020-04-13,13,22,31,NA
105,2020-04-14,14,23,32,NA
