"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
191,2020-07-09,27,36,45,763
192,2020-07-10,28,37,46,771
193,2020-07-11,29,38,47,773
194,2020-07-12,29,39,49,777
195,2020-07-13,30,40,50,787
196,2020-07-14,31,41,51,791
197,2020-07-15,32,42,52,797
198,2020-07-16,32,43,54,806
199,2020-07-17,33,44,55,815
200,2020-07-18,34,45,56,821
201,2020-07-19,35,47,59,823
202,2020-07-20,36,48,60,NA
203,2020-07-21,37,49,61,NA
204,2020-07-22,38,50,62,NA
205,2020-07-23,39,52,65,NA
206,2020-07-24,40,53,66,NA
207,2020-07-25,41,54,67,NA
208,2020-07-26,42,56,70,NA
209,2020-07-27,43,57,71,NA
210,2020-07-28,44,59,74,NA
211,2020-07-29,45,60,75,NA
