"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-09,1453,1500,1476,1546,1406,1588
2020-05-10,1626,1684,1655,1733,1577,1771
2020-05-11,1820,1885,1852,1940,1764,1800
2020-05-12,2037,2100,2068,2166,1970,2032
2020-05-13,2279,2329,2304,2413,2195,2268
2020-05-14,2551,2571,2561,2682,2440,2494
2020-05-15,2855,2824,2840,2975,2705,2868
2020-05-16,3195,3085,3140,3289,2991,3135
2020-05-17,3576,3353,3464,3628,3300,NA
2020-05-18,4002,3624,3813,3994,3632,NA
2020-05-19,4479,3895,4187,4386,3988,NA
2020-05-20,5013,4164,4588,4806,4370,NA
2020-05-21,5611,4427,5019,5257,4781,NA
2020-05-22,6280,4682,5481,5741,5221,NA
2020-05-23,7028,4927,5978,6262,5694,NA
