"dia_ano","dias","otimista","casos_estimados","pessimista","x"
138,2020-05-17,115,119,123,119
139,2020-05-18,121,126,131,127
140,2020-05-19,128,133,138,136
141,2020-05-20,135,140,145,142
142,2020-05-21,142,147,152,151
143,2020-05-22,148,154,160,157
144,2020-05-23,155,161,167,162
145,2020-05-24,162,168,174,163
146,2020-05-25,169,175,181,NA
147,2020-05-26,174,181,188,NA
148,2020-05-27,181,188,195,NA
149,2020-05-28,187,194,201,NA
150,2020-05-29,193,200,207,NA
151,2020-05-30,198,205,212,NA
152,2020-05-31,202,210,218,NA
