"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-06-22,22280,23461,22870,25328,20412,24682
2020-06-23,23230,24199,23714,26263,21165,26437
2020-06-24,24220,24933,24576,27217,21935,26919
2020-06-25,25252,25660,25456,28192,22720,27415
2020-06-26,26329,26380,26354,29187,23521,27662
2020-06-27,27451,27090,27270,30201,24339,27901
2020-06-28,28621,27789,28205,31237,25173,27985
2020-06-29,29841,28475,29158,32292,26024,28253
2020-06-30,31113,29149,30131,33370,26892,28492
2020-07-01,32439,29808,31124,34469,27779,28927
2020-07-02,33821,30451,32136,35590,28682,29153
2020-07-03,35263,31079,33171,36736,29606,NA
2020-07-04,36766,31689,34228,37907,30549,NA
2020-07-05,38333,32281,35307,39102,31512,NA
2020-07-06,39967,32855,36411,40325,32497,NA
2020-07-07,41670,33411,37540,41575,33505,NA
2020-07-08,43446,33947,38696,42855,34537,NA
2020-07-09,45298,34464,39881,44167,35595,NA
2020-07-10,47229,34962,41096,45513,36679,NA
2020-07-11,49242,35441,42342,46893,37791,NA
2020-07-12,51341,35900,43620,48308,38932,NA
