"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
174,2020-06-22,95659,107864,120069,107731
175,2020-06-23,98654,111241,123828,110214
176,2020-06-24,101742,114723,127704,113261
177,2020-06-25,104928,118315,131702,117311
178,2020-06-26,108212,122018,135824,121163
179,2020-06-27,111599,125838,140077,122759
180,2020-06-28,115094,129778,144462,124105
181,2020-06-29,118696,133840,148984,125012
182,2020-06-30,122412,138030,153648,127119
183,2020-07-01,126244,142351,158458,129328
184,2020-07-02,130196,146807,163418,134984
185,2020-07-03,134272,151403,168534,NA
186,2020-07-04,138475,156143,173811,NA
187,2020-07-05,142810,161031,179252,NA
188,2020-07-06,147281,166072,184863,NA
189,2020-07-07,151891,171270,190649,NA
190,2020-07-08,156646,176632,196618,NA
191,2020-07-09,161550,182161,202772,NA
192,2020-07-10,166607,187864,209121,NA
193,2020-07-11,171823,193745,215667,NA
194,2020-07-12,177202,199810,222418,NA
