"dia_ano","dias","otimista","casos_estimados","pessimista","x"
190,2020-07-08,868,905,942,882
191,2020-07-09,906,944,982,928
192,2020-07-10,943,983,1023,986
193,2020-07-11,980,1022,1064,1029
194,2020-07-12,1017,1060,1103,1047
195,2020-07-13,1053,1098,1143,1085
196,2020-07-14,1090,1136,1182,1105
197,2020-07-15,1125,1173,1221,1174
198,2020-07-16,1160,1209,1258,1207
199,2020-07-17,1193,1244,1295,1268
200,2020-07-18,1226,1278,1330,1305
201,2020-07-19,1258,1311,1364,NA
202,2020-07-20,1288,1343,1398,NA
203,2020-07-21,1318,1374,1430,NA
204,2020-07-22,1346,1403,1460,NA
205,2020-07-23,1374,1432,1490,NA
206,2020-07-24,1400,1459,1518,NA
207,2020-07-25,1424,1485,1546,NA
208,2020-07-26,1447,1509,1571,NA
209,2020-07-27,1471,1533,1595,NA
210,2020-07-28,1492,1555,1618,NA
