"dia_ano","dias","otimista","casos_estimados","pessimista","x"
190,2020-07-08,650,697,744,733
191,2020-07-09,681,730,779,769
192,2020-07-10,713,764,815,807
193,2020-07-11,745,799,853,844
194,2020-07-12,780,836,892,849
195,2020-07-13,816,875,934,852
196,2020-07-14,854,916,978,880
197,2020-07-15,893,958,1023,927
198,2020-07-16,935,1003,1071,986
199,2020-07-17,978,1049,1120,1029
200,2020-07-18,1024,1098,1172,1079
201,2020-07-19,1072,1149,1226,NA
202,2020-07-20,1121,1202,1283,NA
203,2020-07-21,1173,1258,1343,NA
204,2020-07-22,1228,1317,1406,NA
205,2020-07-23,1285,1378,1471,NA
206,2020-07-24,1345,1442,1539,NA
207,2020-07-25,1407,1509,1611,NA
208,2020-07-26,1473,1579,1685,NA
209,2020-07-27,1541,1652,1763,NA
210,2020-07-28,1613,1729,1845,NA
