"dia_ano","dias","otimista","casos_estimados","pessimista","x"
182,2020-06-30,459,492,525,474
183,2020-07-01,482,516,550,503
184,2020-07-02,505,541,577,545
185,2020-07-03,530,568,606,586
186,2020-07-04,555,595,635,611
187,2020-07-05,582,624,666,621
188,2020-07-06,611,655,699,654
189,2020-07-07,640,686,732,701
190,2020-07-08,672,720,768,733
191,2020-07-09,705,755,805,769
192,2020-07-10,739,792,845,807
193,2020-07-11,775,830,885,NA
194,2020-07-12,813,871,929,NA
195,2020-07-13,852,913,974,NA
196,2020-07-14,893,957,1021,NA
197,2020-07-15,937,1004,1071,NA
198,2020-07-16,983,1053,1123,NA
199,2020-07-17,1030,1104,1178,NA
200,2020-07-18,1080,1157,1234,NA
201,2020-07-19,1133,1214,1295,NA
202,2020-07-20,1187,1272,1357,NA
