"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-06-18,30217,31467,30842,33306,28378,31671
2020-06-19,31571,32637,32104,34669,29539,33142
2020-06-20,32985,33819,33402,36070,30734,34216
2020-06-21,34462,35012,34737,37512,31962,34858
2020-06-22,36006,36212,36109,38994,33224,35784
2020-06-23,37619,37418,37518,40515,34521,36827
2020-06-24,39304,38628,38966,42079,35853,38481
2020-06-25,41064,39838,40451,43682,37220,40246
2020-06-26,42904,41048,41976,45329,38623,41652
2020-06-27,44825,42255,43540,47018,40062,41652
2020-06-28,46833,43455,45144,48750,41538,43683
2020-06-29,48931,44648,46790,50528,43052,NA
2020-06-30,51123,45831,48477,52350,44604,NA
2020-07-01,53413,47001,50207,54218,46196,NA
2020-07-02,55805,48158,51982,56135,47829,NA
2020-07-03,58305,49299,53802,58100,49504,NA
2020-07-04,60916,50421,55668,60115,51221,NA
2020-07-05,63645,51524,57584,62184,52984,NA
2020-07-06,66496,52606,59551,64308,54794,NA
2020-07-07,69474,53666,61570,66488,56652,NA
2020-07-08,72586,54702,63644,68728,58560,NA
