"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
183,2020-07-01,207,251,295,7582
184,2020-07-02,213,259,305,7701
185,2020-07-03,220,267,314,7857
186,2020-07-04,227,276,325,8024
187,2020-07-05,235,285,335,8100
188,2020-07-06,242,294,346,8173
189,2020-07-07,250,303,356,8369
190,2020-07-08,258,313,368,8592
191,2020-07-09,266,323,380,8806
192,2020-07-10,274,333,392,8888
193,2020-07-11,283,344,405,8977
194,2020-07-12,292,355,418,NA
195,2020-07-13,301,366,431,NA
196,2020-07-14,311,378,445,NA
197,2020-07-15,321,390,459,NA
198,2020-07-16,332,403,474,NA
199,2020-07-17,343,416,489,NA
200,2020-07-18,353,429,505,NA
201,2020-07-19,365,443,521,NA
202,2020-07-20,376,457,538,NA
203,2020-07-21,388,471,554,NA
